date,position,city,state,endorser,endorsee,endorser party,source,order,category,body,district,points
,DNC member,,NM,Raymond Sanchez,,D,,,DNC members,,,1
,DNC member,,NY,Stuart H. Appelbaum,,D,,,DNC members,,,1
,DNC member,,NY,Kyle Bragg,,D,,,DNC members,,,1
,speaker,,WA,Laurie Jinkins,,D,,,State legislative leaders,House,,2
,DNC member,,NY,Maria Cuomo Cole,,D,,,DNC members,,,1
,DNC member,,NY,Vivian Cook,,D,,,DNC members,,,1
,DNC member,,NY,Jennifer Cunningham,,D,,,DNC members,,,1
,DNC member,,NY,Hazel Duke,,D,,,DNC members,,,1
,DNC member,,NY,Gregory E. Floyd,,D,,,DNC members,,,1
,DNC member,,NY,Emily Giske,,D,,,DNC members,,,1
,DNC member,,NY,Jay S. Jacobs,,D,,,DNC members,,,1
,DNC member,,NY,Charlie King,,D,,,DNC members,,,1
,DNC member,,NY,Christopher Lowe,,D,,,DNC members,,,1
,DNC member,,NY,Ai-Jen Poo,,D,,,DNC members,,,1
,DNC member,,NY,Christine Quinn,,D,,,DNC members,,,1
,DNC member,,NY,Michael Reich,,D,,,DNC members,,,1
,DNC member,,NY,Gerard J. Sweeney,,D,,,DNC members,,,1
,DNC member,,NY,Robert Zimmerman,,D,,,DNC members,,,1
,DNC member,,NC,Denise D. Adams,,D,,,DNC members,,,1
,DNC member,,NC,Wayne Goodwin,,D,,,DNC members,,,1
,DNC member,,NC,Shelia A. Huggins,,D,,,DNC members,,,1
,DNC member,,NC,Cliff Moone,,D,,,DNC members,,,1
,DNC member,,NC,Bobbie Richardson,,D,,,DNC members,,,1
,DNC member,,NC,Diane Robertson,,D,,,DNC members,,,1
,DNC member,,NC,John R. Verdejo,,D,,,DNC members,,,1
,DNC member,,ND,Ondine E. Baird,,D,,,DNC members,,,1
,DNC member,,ND,Patrick M. Hart,,D,,,DNC members,,,1
,DNC member,,ND,Kylie Oversen,,D,,,DNC members,,,1
,DNC member,,MP,Nola K. Hix,,D,,,DNC members,,,1
,DNC member,,MP,Michael A. White,,D,,,DNC members,,,1
,DNC member,,OH,Tim Burga,,D,,,DNC members,,,1
,DNC member,,OH,Rebecca L. Higgins,,D,,,DNC members,,,1
,DNC member,,OH,Ronald L. Malone,,D,,,DNC members,,,1
,DNC member,,OH,Valarie J. McCall,,D,,,DNC members,,,1
,DNC member,,OH,Rhine McLin,,D,,,DNC members,,,1
,DNC member,,OH,David A. Pepper,,D,,,DNC members,,,1
,DNC member,,OH,Joe Rugola,,D,,,DNC members,,,1
,DNC member,,OK,Alicia Andrews,,D,,,DNC members,,,1
,DNC member,,OK,Kalyn Free,,D,,,DNC members,,,1
,DNC member,,OK,David Ratcliff,,D,,,DNC members,,,1
,DNC member,,OK,David L. Walters,,D,,,DNC members,,,1
,DNC member,,OR,"Carla ""KC"" Hanson",,D,,,DNC members,,,1
,DNC member,,OR,Matt K. Keating,,D,,,DNC members,,,1
,DNC member,,OR,Peter B. Lee,,D,,,DNC members,,,1
,DNC member,,OR,Travis Nelson,,D,,,DNC members,,,1
,DNC member,,OR,Tanya Shively,,D,,,DNC members,,,1
,DNC member,,PA,Rick Bloomingdale,,D,,,DNC members,,,1
,DNC member,,PA,Ronald Donatucci,,D,,,DNC members,,,1
,DNC member,,PA,Peggy Grove,,D,,,DNC members,,,1
,DNC member,,PA,Murat Guzel,,D,,,DNC members,,,1
,DNC member,,PA,Gerald Lawrence,,D,,,DNC members,,,1
,DNC member,,PA,Nancy Patton Mills,,D,,,DNC members,,,1
,DNC member,,PA,Ian Murray,,D,,,DNC members,,,1
,DNC member,,PA,Evie Rafalko-McNulty,,D,,,DNC members,,,1
,DNC member,,PA,Sharif T. Street,,D,,,DNC members,,,1
,DNC member,,PA,Sylvia C. Wilson,,D,,,DNC members,,,1
,DNC member,,PR,Luis D. Davila,,D,,,DNC members,,,1
,DNC member,,PR,Andres Lopez,,D,,,DNC members,,,1
,DNC member,,PR,Margarita Nolasco,,D,,,DNC members,,,1
,DNC member,,PR,Manuel Ortiz,,D,,,DNC members,,,1
,DNC member,,PR,Charles A. Rodriguez,,D,,,DNC members,,,1
,DNC member,,PR,Johanne M. Velez,,D,,,DNC members,,,1
,DNC member,,RI,Edna O'Neill Mattson,,D,,,DNC members,,,1
,DNC member,,RI,Joseph M. McNamara,,D,,,DNC members,,,1
,DNC member,,RI,Joseph R. Paolino Jr.,,D,,,DNC members,,,1
,DNC member,,SC,Carol K. Fowler,,D,,,DNC members,,,1
,DNC member,,SC,Jaime R. Harrison,,D,,,DNC members,,,1
,DNC member,,SC,Lessie Price,,D,,,DNC members,,,1
,DNC member,,SC,Travis Robertson Jr.,,D,,,DNC members,,,1
,DNC member,,SD,Nikki Gronli,,D,,,DNC members,,,1
,DNC member,,SD,Deb J. Knecht,,D,,,DNC members,,,1
,DNC member,,SD,Randy Seiler,,D,,,DNC members,,,1
,DNC member,,SD,Bill E. Walsh,,D,,,DNC members,,,1
,DNC member,,TN,Gale Jones Carson,,D,,,DNC members,,,1
,DNC member,,TN,Will T. Cheek,,D,,,DNC members,,,1
,DNC member,,TN,Robert H. Cowan,,D,,,DNC members,,,1
,DNC member,,TN,Mary Mancini,,D,,,DNC members,,,1
,DNC member,,TN,Marisa Richmond,,D,,,DNC members,,,1
,DNC member,,TX,Leonard Aguilar,,D,,,DNC members,,,1
,DNC member,,TX,Yvonne Davis,,D,,,DNC members,,,1
,DNC member,,TX,AJ Durrani,,D,,,DNC members,,,1
,DNC member,,TX,Gilberto Hinojosa,,D,,,DNC members,,,1
,DNC member,,TX,Kat Hoang,,D,,,DNC members,,,1
,DNC member,,TX,Glen Maxey,,D,,,DNC members,,,1
,DNC member,,TX,Lorraine C. Miller,,D,,,DNC members,,,1
,DNC member,,TX,Hasmit R. Popat,,D,,,DNC members,,,1
,DNC member,,TX,Betty Z. Richie,,D,,,DNC members,,,1
,DNC member,,TX,Dennis D. Speight,,D,,,DNC members,,,1
,DNC member,,TX,Jere Talley,,D,,,DNC members,,,1
,DNC member,,TX,Senfronia Thompson,,D,,,DNC members,,,1
,DNC member,,TX,Royce B. West,,D,,,DNC members,,,1
,DNC member,,UT,Nadia Mahallati,,D,,,DNC members,,,1
,DNC member,,UT,Jeff Merchant,,D,,,DNC members,,,1
,DNC member,,UT,Charles A. Stormont,,D,,,DNC members,,,1
,DNC member,,VT,Terje Anderson,,D,,,DNC members,,,1
,DNC member,,VT,Tim Jerman,,D,,,DNC members,,,1
,DNC member,,VT,Tess Taylor,,D,,,DNC members,,,1
,DNC member,,VI,Cecil R. Benjamin,,D,,,DNC members,,,1
,DNC member,,VI,Carol M. Burke,,D,,,DNC members,,,1
,DNC member,,VI,Carla Joseph,,D,,,DNC members,,,1
,DNC member,,VI,Ernest Morris,,D,,,DNC members,,,1
,DNC member,,VA,Yohannes Abraham,,D,,,DNC members,,,1
,DNC member,,VA,Doris Crouse-Mays,,D,,,DNC members,,,1
,DNC member,,VA,Morgan W. Jameson,,D,,,DNC members,,,1
,DNC member,,VA,Christopher P. Lu,,D,,,DNC members,,,1
,DNC member,,VA,Jennifer L. McClellan,,D,,,DNC members,,,1
,DNC member,,VA,Atima Omara,,D,,,DNC members,,,1
,DNC member,,VA,Susan R. Swecker,,D,,,DNC members,,,1
,DNC member,,VA,Jeion A. Ward,,D,,,DNC members,,,1
,DNC member,,WA,Ed S. Cote,,D,,,DNC members,,,1
,DNC member,,WA,David Green,,D,,,DNC members,,,1
,DNC member,,WA,Juanita G. Luiz,,D,,,DNC members,,,1
,DNC member,,WA,Sharon Mast,,D,,,DNC members,,,1
,DNC member,,WA,David T. McDonald,,D,,,DNC members,,,1
,DNC member,,WA,Nancy E. Monacelli,,D,,,DNC members,,,1
,DNC member,,WA,Candace Mumm,,D,,,DNC members,,,1
,DNC member,,WA,Tina Podlodowski,,D,,,DNC members,,,1
,DNC member,,WV,Belinda J. Biafore,,D,,,DNC members,,,1
,DNC member,,WV,Elaine A. Harris,,D,,,DNC members,,,1
,DNC member,,WV,William Laird,,D,,,DNC members,,,1
,DNC member,,WV,Pat Maroney,,D,,,DNC members,,,1
,DNC member,,WI,Janet T. Bewley,,D,,,DNC members,,,1
,DNC member,,WI,Martha Marie Love,,D,,,DNC members,,,1
,DNC member,,WI,Felesia Martin,,D,,,DNC members,,,1
,DNC member,,WI,Mahlon Mitchell,,D,,,DNC members,,,1
,DNC member,,WI,Andrew Werthmann,,D,,,DNC members,,,1
,DNC member,,WI,Ben Wikler,,D,,,DNC members,,,1
,DNC member,,WY,Joseph M. Barbuto,,D,,,DNC members,,,1
,DNC member,,WY,Jessica S. Chambers,,D,,,DNC members,,,1
,DNC member,,WY,Lucas Fralick,,D,,,DNC members,,,1
,DNC member,,WY,Erin O'Doherty,,D,,,DNC members,,,1
